Nitrogen(pmm),Phosphorus(pmm),Potassium(mm),temperature(F),humidity,soil_ph,rainfall(mm),label
227,35,71,23.22528619,83.41235344,6.19881899,337.3441578,Cabbage
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,coconut
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,pigeonpeas
28,130,196,22.13450646,94.67695747,6.062356467,112.9203223,apple
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,greengram
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,pigeonpeas
207,54,186,19.62363322,56.83611075,6.685294721,23.15494594,tomato
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,maize
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate
1,27,36,23.98598756,93.34236582,5.684995235,104.991282,pomegranate
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,cotton
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,papaya
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas
51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,chickpea
93,26,27,24.59245684,56.46829641,7.288211994,137.7044047,coffee
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,mango
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut
164,57,165,25.49087174,79.27737607,6.038672263,574.4088732,onions
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,coffee
16,0.65,777,62.25347141,99.60629237,6.045063714,162.5655983,lettuce
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice
154,95,187,20.82860589,62.75489128,6.445698531,33.95328135,tomato
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,grapes
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,chickpea
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans
10,0.7,785,62.47170253,98.78997729,6.869995253,161.9407995,lettuce
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
143,68,101,24.39889261,56.15502884,6.687805487,53.29951157,tomato
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,watermelon
23,138,195,22.49095104,91.70292746,5.795985716,124.3915101,apple
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon
112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,cotton
,,,,,,,
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,papaya
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana
97,9,256,23.48280849,84.63774057,6.021090869,742.3826605,Carrots
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,greengram
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,orange
192,79,156,24.58960332,65.99713443,6.294732747,31.59081758,tomato
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,kidneybeans
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana
61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,maize
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee
246,122,153,18.43788172,78.43488848,6.521641312,20.81669065,tomato
90,5,237,24.64861883,88.49460288,6.799767564,648.3124498,Carrots
22,64,82,19.48974337,17.17260319,6.4740245,87.51312796,chickpea
179,121,109,22.7195744,60.98994752,6.118815999,55.43971459,tomato
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
19,0.83,607,55.4001474,99.66661583,6.167639074,165.0946243,lettuce
8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,lentil
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,lentil
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,coffee
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,lentil
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,orange
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut
52,56,85,20.1187446,14.44228303,6.81712422,88.68168643,chickpea
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
98,35,18,23.79746068,74.82913698,6.252797548,91.76337172,maize
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
3,9,35,26.91641934,99.84671638,6.318552973,225.6323656,coconut
155,41,154,26.46428587,87.04511418,6.308459406,492.19515,onions
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,papaya
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,papaya
12,0.88,566,68.41849968,98.23718456,6.507666516,169.6767745,lettuce
103,5,237,15.64366259,89.14555312,6.728758175,641.4247767,Carrots
104,3,292,14.21331193,82.83278228,6.84125995,685.2945525,Carrots
110,39,18,24.54795322,75.39752705,7.766259769,63.88079866,cotton
98,8,237,21.56964457,83.8585607,6.902287319,770.9939038,Carrots
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,lentil
102,5,297,19.19010389,85.57019741,6.506465332,722.7513121,Carrots
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,chickpea
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
112,106,130,18.196122,60.28258172,6.32126989,33.50901219,tomato
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans
38,135,203,23.76121837,93.661643,5.965551311,100.825956,apple
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,lentil
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice
100,2,269,17.68110986,89.88625433,5.769376538,766.6163225,Carrots
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,orange
205,76,174,18.78358102,70.75312051,6.550242139,49.31072951,tomato
224,60,65,20.78761953,85.61574257,6.680623012,366.1744407,Cabbage
169,103,160,23.52991758,64.67542247,7.205640447,44.97979068,tomato
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange
18,0.98,707,46.15175986,98.94901071,6.08484765,164.6238214,lettuce
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas
244,42,78,17.60970301,79.3556189,6.422657955,392.6280153,Cabbage
29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,kidneybeans
243,51,100,21.22663757,54.79588062,6.385323472,62.71752698,tomato
13,0.66,761,53.38101757,99.36781519,6.4827493,163.1505367,lettuce
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,banana
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes
201,78,71,21.75535895,61.19237957,6.687765732,329.9722167,Cabbage
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,greengram
225,56,69,17.23372159,66.73543224,6.690754801,315.3316095,Cabbage
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,cotton
70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,rice
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,apple
176,51,143,26.46055637,84.66691664,6.35619907,574.2080369,onions
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,watermelon
20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,apple
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
11,0.92,723,61.00405151,99.43322218,6.815478972,163.1348405,lettuce
22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate
16,0.72,598,53.83819033,99.97666616,6.281530769,154.5499199,lettuce
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,apple
203,39,60,20.63928717,76.05255354,6.053797249,398.2035035,Cabbage
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
249,56,72,21.68077612,71.94312635,6.684195463,397.7469397,Cabbage
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,greengram
142,109,115,14.37065426,57.27847621,6.599605188,72.6775873,tomato
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,greengram
116,38,34,23.29250318,50.04557009,6.020947179,183.468585,coffee
30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,apple
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
11,0.97,633,49.38053527,99.22039304,6.167556524,167.8353304,lettuce
84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,rice
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,orange
9,16,36,23.77989026,92.93386903,5.893332378,106.977723,pomegranate
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,watermelon
176,101,157,77.43738999,68.99253254,6.773951779,70.29287392,coffee
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,orange
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,pomegranate
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,coconut
12,0.7,762,50.14471873,98.52876066,6.568312302,161.1719942,lettuce
224,63,62,17.23372286,79.84670442,6.347204565,324.1734683,Cabbage
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas
227,64,89,18.06015854,76.81708222,6.007753322,368.1484278,Cabbage
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,coconut
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,greengram
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,orange
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee
60,57,24,18.66116213,61.55327249,6.121294041,75.03247667,maize
32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,apple
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize
110,5,266,13.61460366,87.05455401,6.201388919,865.6785843,Carrots
26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,chickpea
107,7,249,17.02670193,87.15165845,6.456121545,714.0636124,Carrots
105,55,144,28.09036238,53.76723675,6.227235538,41.05194504,tomato
2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,apple
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana
248,56,86,21.15553815,72.87215886,6.330330754,375.7040528,Cabbage
234,55,84,21.84885308,84.35641807,6.093029196,329.039302,Cabbage
39,58,85,17.88776475,15.40589717,5.996932037,68.54932919,chickpea
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,coffee
127,97,171,17.22261218,72.40164115,6.848438381,75.72550375,tomato
34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,pomegranate
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,lentil
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,papaya
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,coconut
19,122,202,23.34467359,90.37981478,5.811975094,112.8954016,apple
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,greengram
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,coffee
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea
22,30,12,15.78144173,92.51077745,6.354006744,119.035002,orange
45,61,78,19.48649305,16.06240074,6.489389282,81.5284269,chickpea
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,grapes
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange
102,8,209,14.08407701,83.9162386,5.65694345,725.3626821,Carrots
52,73,79,17.25769499,18.74943955,7.840339389,94.00287214,chickpea
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
176,43,165,26.26454952,86.23919029,6.330495214,551.0070466,onions
80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,coffee
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,coffee
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,lentil
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,coconut
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,apple
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,orange
25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,pigeonpeas
85,89,51,29.21144871,84.70189923,6.158164422,108.5501443,banana
205,100,125,25.26437357,70.59756969,6.048367064,13.69259735,tomato
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,papaya
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,apple
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,coconut
31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,pigeonpeas
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,lentil
121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,cotton
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,kidneybeans
162,92,178,19.26147477,57.541649,6.443675305,58.90404206,tomato
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
100,4,233,15.02454028,89.73073905,6.901217674,638.4394658,Carrots
60,48,39,24.28209415,80.30025587,7.042299069,231.0863347,rice
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,cotton
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut
229,49,81,19.56625405,85.1050776,6.347276798,397.1525591,Cabbage
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,mango
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,orange
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,kidneybeans
131,61,164,27.23822107,50.97321459,6.970700673,66.31216108,tomato
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,chickpea
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,cotton
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,papaya
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas
18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate
96,3,294,15.5579407,84.50491042,6.501184217,822.5724569,Carrots
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,kidneybeans
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,mango
247,70,86,20.15044689,70.35035265,6.356131195,398.2272248,Cabbage
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,papaya
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,mango
184,44,141,27.07437796,84.40608336,6.380393243,571.2532887,onions
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,apple
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana
153,84,172,26.72521489,66.9237087,6.514755871,49.66234881,tomato
108,94,47,27.35911627,84.54625006,6.387431383,90.81250457,banana
22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,apple
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate
97,6,249,20.06313215,86.63227431,6.971679973,652.4461723,Carrots
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,greengram
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,greengram
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut
172,46,160,23.31172307,78.04477206,6.452877348,437.1647573,onions
66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,maize
89,25,54,24.69368934,85.56967628,6.353107393,48.99390828,watermelon
239,59,71,17.29023467,88.71307607,6.794319997,384.8550845,Cabbage
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate
92,3,237,14.15837582,85.4203117,5.994828615,715.0113698,Carrots
233,59,195,13.56723392,62.44428424,7.288250465,42.87567285,tomato
215,72,87,19.42088873,68.02626768,6.500394256,353.5787258,Cabbage
236,75,61,22.99152147,70.63257983,6.68210314,365.1057447,Cabbage
241,48,70,19.04159591,79.24319519,6.302589069,343.7143479,Cabbage
14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,coffee
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee
6,68,18,24.388717,62.50453062,6.711341147,47.26052494,lentil
236,61,73,21.22815173,71.24026902,6.048502431,325.2446299,Cabbage
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,orange
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,cotton
229,64,62,23.31157386,88.64350874,6.088035501,350.8389936,Cabbage
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,cotton
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,greengram
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,mango
112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,banana
111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,banana
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana
137,65,141,24.28419196,78.29905008,7.227148685,25.69608284,tomato
181,49,149,23.74308587,84.21970902,6.500995045,545.4574708,onions
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes
100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,watermelon
10,0.75,682,56.93913227,98.31159434,6.167919134,166.063051,lettuce
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange
68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,papaya
175,59,148,24.90186746,77.41184041,6.50557366,594.8466646,onions
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,kidneybeans
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee
59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,chickpea
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,greengram
204,46,71,17.26784494,63.74675447,6.100420613,365.8517766,Cabbage
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,greengram
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,coffee
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,greengram
117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,watermelon
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,lentil
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana
13,0.92,791,56.27007154,98.67154711,6.330719743,166.8722837,lettuce
92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,rice
220,50,89,18.24277577,84.79695558,6.611981158,391.519571,Cabbage
13,0.64,739,68.02870885,99.53688205,6.671700392,156.873238,lettuce
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,chickpea
25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,lentil
108,55,184,26.39004702,57.35665182,6.915664544,63.88248597,tomato
168,77,188,28.91666114,64.69745308,7.238323228,72.67396394,tomato
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya
229,53,175,29.15354411,63.22656896,6.573585987,65.52395507,tomato
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans
14,0.82,696,59.81438351,98.02903002,6.123238657,169.399078,lettuce
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut
29,121,196,22.84852833,94.32130209,6.079497202,123.5977843,apple
158,42,157,25.6300529,88.35036992,6.365468771,568.56208,onions
213,66,83,19.73634063,85.28403109,6.720524481,317.5318978,Cabbage
39,17,45,18.09691127,90.42177379,6.924490731,104.88189,pomegranate
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,banana
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut
233,72,80,22.12667023,70.3583684,6.591980368,326.3860408,Cabbage
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice
162,67,139,24.59648481,79.46264932,6.51237423,36.46685637,tomato
204,122,173,19.15847343,76.76504339,7.183870034,74.11951056,tomato
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,apple
218,108,126,28.46570297,74.67850468,7.436408268,56.51925737,tomato
2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate
5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,pigeonpeas
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas
189,44,139,26.27093712,79.93872106,6.491628442,544.1328762,onions
11,0.75,605,57.58947769,99.07687211,6.667303038,155.2273759,lettuce
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,lentil
0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,lentil
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,greengram
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,lentil
113,7,287,16.30526938,81.682093,6.36580283,705.1610016,Carrots
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice
58,63,81,19.81344531,14.69765308,6.515499549,78.96514709,chickpea
91,24,55,26.27061608,83.09194521,6.259086583,46.76837499,watermelon
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice
27,59,22,21.81167649,23.20591245,5.794158504,130.0608093,kidneybeans
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,watermelon
